,Rating,Reviews
612,3,Storyline. Black Widow is not equal to Nikita series.This film story plot reminds just Nikita series. Her sister character resembles Udinov. MCU wasted our expectations after watching this. 🙏🏻
613,7,"Surprisingly decent I missed the opportunity to see BLACK WIDOW at the cinema and now I regret that decision. I thought it was going to be a forced effort, soaked in PC bull. It is a good action movie, with the sequences as good as you could hope for, and its family drama part at least resembles an effort of a human being. What I'm most impressed about is that Shortland managed to put her personal stamp on the project and still make a movie that belongs to the MCU (some of the indoor stuff reminded me of the Soviet cinema). Story and characters are believable enough that you care, which is, I think, a rare feat nowadays, especially in something as mainstream as Marvel. Harbour is a cliche, but an adorable one, Weisz is charming as always and Pugh continues to be a revelation and one of the better actresses to emerge over the past half a decade or so. The accent play left me ambivalent (Florence's hard 'r' comes and goes and I, as a Slav, am allowed to be a snob about it). I also don't know what to do with Dreykov's daughter (on that note -- when are we going to have an actual Russian criminal play a movie Russian criminal instead of all these Winstons and Brannaghs? I'm just messing with you -- I'm mocking these voices that have gained steam which suggest you can't do anything outside of what you are (if you're white, at least). Well, woke ladies and gentlemen of 2021, that's called acting and Ray makes for a convincing Russian roughneck (he even looks like one!) It's good to have a small-scale (super)hero stuff here and there -- it brings the things down to Earth, everything slows down and you can enjoy (and appreciate) the details (something I liked about the 1st season of DAREDEVIL). At the end, I send my love to Scarlett -- a dozen years in this universe is madness."
614,7,Don't know what it's getting hate Black widow movie does not have high action or big Villan that why getting hate or what it's it was released at time of iron man one thing where different for this movie dont have any problems with movie Convenient story and character Building but little Dramatic action sence are pretty good not that bad and visual are not So up to mark as marvel legacy but it's ground level Avanger movie what we Accept.
615,10,"An Action-Packed Entertainer From Scarlett Johansson and Florence Pugh !!! Finally, Black Widow (Scarlett Johansson) gets a story that is dedicated entirely to her and the one that takes us back to her childhood and the make-believe world that she called family. And she is not alone. Her younger sister Yelena Belova (Florence Pugh), a Black Widow herself is still with the Red Room, but now she wants out and it's her elder sister to the rescue. In their quest to destroy a common enemy, they end up with their faux parents, Alexei Shostakov (David Harbour) and Melina Vostokoff (Rachel Weisz). This 'family reunion' is marked by double-crosses and an inevitable danger that could be the end of the road for Romanoff.Director Cate Shortland goes for the human story behind Black Widow's past and present and drives it well with all the action, peppered throughout. This is the reason why the film's high-tech and complex narrative feels relatable. Amidst all the mumbo-jumbo about the mind-controlling gadgetry and elite technology, capable of bringing in the new world order, what really hits home, is the simple connection between the two sisters and the longing they feel for a family that never was.While Scarlett Johansson plays her part with seasoned finesse, giving us a protagonist that is always easy to root for, Florence Pugh is extremely adorable. Pugh is a perfect fit as a slightly brash and spoilt younger sister, who despite all the elite training to become a Black Widow, retains her child-like innocence and charm. She also brings in plenty of sass and comedy, delivering effective punches, both comical and actual. David Harbour is a bit of a drag, thanks to his annoying character - a loose cannon, you know will spell trouble. Much unlike his onscreen partner Rachel Weisz, who is classy and understated as the unpredictable Melina Vostokoff. But collectively, it's their chemistry and the performances that work. Action wise, there is enough to hold genre fans and MCU followers and most of the chase scenes are edge-of-the seat. The action is slick and comes at opportune times. And all of this in a film led by women is even more commendable. Although the special effects, at times, don't match up to the standards we expect from this affluent franchise.Overall, Black Widow justifies its place in the MCU with an entertaining story that has drama, action and comedy, making it a Hollywood potboiler worth your time, all the way to the post end-credits scene that cannot be missed."
616,5,Underwhelming Black Widow was boring and underwhelming. Natasha was the only saving grace in this film. The characters are annoying and there's little that it offers fans. The story is set at a weird time during the MCU and in the end the film comes off as a cheap attempt to make more money off of a character that could have had her own (better) movie almost a decade ago.
617,8,"Enjoyable but too late I Almost didn't watch it from all the hate it got but it was surprisingly enjoyable, it doesn't really move anything forward in the MCU but it was good to see natasha again and explore her past and the red room as well as introduce yelena , the main problem in my opinion lies in the fact that the character is already dead so it doesn't really make sense to explore her origin after her death."
618,1,Meh I didn't Know there was a movie worse than Captain Marvel till I watched that film.Its Like hour And half of ( meh) expected The first minutes And ths song of The beginning and 3 stars only for it .
619,6,"Just for Scarlett Johansson This movie startes well, builts up the pace and later it just screws up with the story and there is nothing new to offer. The climax was pretty much like Bollywood Masala movie that could have been better. Little disappointed as i was waiting to see a good Marvel individual series."
620,8,"NOT ,ARVEL BEAST BUT NICE MARVEL ITS NOT YOURS BEST LIKE SHNAG CHI BUT THE FILM IS VERY NICE I SEE IT IN THATER IN JULY 7 I FROGT TO RIVEIW IT BUT ITS WAS NICE ONE BUY NOT THE ONE I WILL WANT TO WHTCH MORE THEN ON OR TWO TIMES BUT THANKS FOR BRINGING US SHANG CHI MARVEL I THINK YOUR GETING BETTER WITH YOUR FILMS EVERY TIME BLACK WIDOW WAS VERY NICE FILM I AM NOT HYPED FOR A SQWEL BUT IF THAT WILL GET ONE I WILL WANT TO WATCH IT MARVEL."
621,7,"Not bad.... I wouldnt say this movie is BAD overall, but man - these Disney/Marvel dudes gotta stop going over the top. This was sort of supposed to be our ""grounded"" answer to the last few marvel movies. I mean...Trained Assassins infiltrating a base? That was such a cool premise for the final act. But nope, they had go create a giant explosions, something falling from the sky, and the characters being immortal."
622,9,"Once again worthy of thy eyes This actually brings back memories of the hero who sacrificed her self for the love of the remaining half of humanity,it's only fitting we get to see👀her least on last time before they close her chapter,who would have taught she head a twisted past,and hat life was also a mess,but in the end we got ourself a heroine 💔💔."
623,6,6.2 I liked it. Wish they went more solo with it and made it more about Black Widow.
624,1,"Fast and ferious 163 It was too bad a movie to be befitting Marvel quality. If we remove the CGI scenes, the movie will be about 3 minutes in total. The script is bad, the acting is bad. It's a BAD movie."
625,1,"Beyond underwhelming The MCU has introduced planet eaters, infinity stones, all sort of god like creatures but for some reason they think that well over a decade of such movies they can excite me with the story of a 5'4 Russian girl who is really athletic and has ninja spy training.Seriously now this movie is boring and underwhelming even compared to any MCU TV series episode I mean those have been a lot more grand in terms of their plot than this nonsense. The Black Widow origin story should have been among the first/earliest MCU movies to be made not the most recent ones.It made no sense for it to come out now."
626,5,"MCU Version of a Filler Episode I would never label a Marvel film as ""uninteresting"" (except for the first two ""Thor"" installments) but this needless chapter gets close.While the MCU has never revolutionized the wheel in terms of storytelling, there at least has always been a sense of discovery and progression. ""Black Widow"" only spins its wheels doling out the same tired formula that has continually plagued the solo installments of the ever-expanding universe.Director Cate Shortland embraces the spy genre but doesn't offer anything interesting with the unlimited budget and talent at her disposal, with her greatest sin being the absolute wasting of Ray Winstone as one of the most pathetic MCU villains (already a low bar to begin with).Fortunately, the introduction of Florence Pugh as Yelena offers some semblance of hope in this new age of heroes."
627,2,"A film that was not needed. When they first announced this film I was super excited for it as I love Black Widow and I love her character from the comics and I wanted to see Nat/Black Widow in her own movie finally. So the trailer dropped and it looked interesting as they were talking about the Red Room which is very key to Black Widow in her comic book storyline and I was like, ""We finally going to see her connection to the Red Room and the brutality she had to go through"", so this got me hyped and excited to see it. So finally the movie came around and was ready to see it and had real high hopes for it. My god, I wish I never had high hopes. What a train wreck of a movie that was like completely pointless, completely pointless and not needed. If you are going to make a Black Widow movie, do it about her origin and the Red Room, that is what every fan wanted, to see her origin in the Red Room. But Disney was like no let's not do that let's make pointless film set between Civil War and Infinity War, which story and saga is done and over. It was pointless and Nat wasn't even the main character in her movie, it was Yelena then Red Guardian then Nat, like I'm not even joking. Yer it's a watchable movie and it's Marvel but it's a terrible send off to Black Widow and that makes me terribly sad."
628,9,Watch you will not regret Fight and comedy on point.you will love fight scene.
629,7,Not as glamour as other mcu film but still entertaining Maybe you'll not find this movie as glamour as other marvel cinematic universe film but this is still a good action movie that will cheer all black widow fans who embrace black widow as a one of our favourite super hero woman.
630,4,Worst MCU movie A total wasted opportunity. Not really sure what they aimed to do here. Feels like a cheap aimless movie when she had such a big potential to explore her background. Story felt dumb and awkwardly told. I feel like they owed a lot more to this character and actress.
631,3,"They could have skipped this one... I must start with saying that this is the worst MCEU movie of all. I dont know what they were thinking while making this. Everything here is way below Marvel's standard, no storyline, very plain acting, fight scenes are not impressive at all (they should be considering its a Black Widow movie), flat and uninteresting dialogues, bad direction and screenplay, everything is below average. It was a long wait for this movie and the end product we got after this much wait is a disappointing one."
632,2,"Unnecessary This Disney+ thing is really desperate for 'Content,' isn't it?The janitor in Iron Man is going to get his own movie soon.The Black Widow in w.h.i.t.e! Is just boring and tries hard to be a family drama. Well, if you liked this then you will love Little House On The Prairie! Mark my words."
633,9,"Yeah the movie was great Yeah it was great, unfortunately, not just the way I expected, the perspective was really off, didn't make a lot of sense."
634,4,"You can't fix stupid As the saying goes, you can't fix stupid and that seems to hold true for the most recent movies from Marvel... this one included. Marvel no longer seems capable of making movies with witty dialog, compelling stories, or interesting plot twists. They just offer up the same old cliches and tropes, along with over the top CGI and mind numbing ""action"" (I use that word loosely, because real action is not suppose to be boring). This movie did have some bright spots, which is why I rated it a four instead of a one, but they were few and far between.I was also saddened by a few realizations regarding Scarlett Johannson: 1. She's let herself get plump. Maybe she always was and I just never noticed since she was part of an ensemble rather than the main character.2. She has large nose.3. She's rather a Plain Jane."
635,3,Total snorefest I almost fell asleep watching this 'action' movie. Can't believe I had to wait so long to watch this movie.
636,9,"Dramatic and compact finish Although scarlett johansson appeared a bit weak, but the whole movie was very, very acceptable and had some action scenes, I liked it very much and I love it."
637,1,"Go n watch falcon n winter Soldier Worst of mcu, weak storyline, comic task master will suicide by seeing the cinematic... Supporting characters are haha funny... End credit scene is lame no future for BW bye bye."
638,6,"Two Fireplugs Interesting.The new female action heroes are two small - 160 + tips - sturdy fireplugs. Pugh and Johansson. Not the long legged Wonder Woman - au contraire. Not specially graceful, but powerful with their short legs and stout things and derriere.I like that. It´s quite an implausible look for action stars. New standard.They are of cause really talanted even with a script like Black Widow, that made no sence. Why were the in Ohio, who chased them and what happened then. Some mindmanipulation? Some strange pink mist that did control widows and made them braindead? Not a clue. And the family and their behavour? Flopping between this and that."
639,7,Not Lots of Action Scenes but not bad Too... It's Truly Great Film. I Have Seen That Lots of Negative Comments are Coming In The IMDb for (Black Widow). I think this All Negative Comments are Camed For Not Have A Lots of Action Scenes. But It Doesn't Mean That Every Superhero or Heroine just Needs To get or do Fight in the films. Some Superheroes are There Who Are Just Focusing to Save The World.So Good. I Have Watched It With My Mother. And Mother also Like It.You Also Need To Watch. It's a Must Watch Film. Great!
640,10,Excellent Only neck beards who hate women are ragging on it. Movie was awesome.
641,10,"Loved it!!! Along with Thor Ragnarok, it is my favorite marvel movie! So much better than the cookie cutter films we have had."
642,5,"Lame and pervy villain, Horrible CGI Movie was alright other than the villain. Dude was so weird and pervy, and his motivations didn't make sense, and kind of ruined the entire movie. After learning about this dude, I went back to start and skimmed through, and the fact that he had all these serious soldiers employed for his pervy schemes was ridiculous. It kind of works if you don't know the villain and their motivations, but once you do the movie becomes a joke that takes itself too seriously."
643,1,"BORING THAN SEE 10 HOURS OF PAINT IN A WALL Its simply Boring, this just take 2 hours of my life away, im waiting the secuel to give them a bad review. Dont look this is bad, longer and they dont paid good a the actors."
644,3,Filler Mistakes:Black Widow in white is acting in a family dramaI mean she was useless in all marvel stories anyway just doing rolls and jumping jack squats for who knows why...Give it up. It was boring and I should have known better.
645,6,"This would be better 5 years ago. Why release this movie so late. Why make the movie so boring in the end. I know am an old person. But this is a Marvel movie WITH SCARLET ""GORGEOUS JOHANSON"" I was so bored, and I even pull my phone to know how long the movie was. Please just run after the start of the credits. This is by far the worst post-credit scene in a marvel movie."
646,9,"Good one Surely , imdb rating what is happening..Dear Megha movie rated 9 star.. & This one 6 ... Unbelievable imdb rating are not at all accurate now a days..."
647,10,"Don't miss it I don't know why so many people saying it's not a good movie... I agree to disagree with them. It's a good movie and in the entire run time I didn't feel bore even for a sec. Calm down ur comic expectations and watch it, you will find it good. 👍👍"
648,10,"A True Family Movie The story is one of the more captivating, hit home stories from the Marvel Universe. Took my daughter and her 1st words after was ""I love this movie"". Touching while bringing in story lines from previous movies. Lead characters played strong roles. Scarlett was awesome as always. Such a diverse actress. This movie had serious moments as well as very humorous moments that hits home with a growing number of families. Not sure a better family story with deeper meaning has been written with any Marvel movies. I consider this one to be the least action filled but one of my favorites. Marvel continues to pleasantly surprise."
649,8,"Very good retrospective origin for Black Widow The story perfectly shows why Natasha is much more than a super trained geopolitical tool, that she rather has a unique strong heart that points to the right place and why.It also introduces a great potential hero in Yelena Romanov. We are really excited to see her as part of the MCU, hopefully eventually as replacement of her sister within the Avengers team.In general, we enjoyed it very much.I don't like how Disney manages to make a clown of the father everytime."
650,10,"Relative to the real socialism, is Scarlett Johansson like me? Black Widow doesn't just have grace and meaning, it has a modus operandi -stopping at what you have.From Natasha's nose-bleed, in front of Dreykov, to the pig's torture in front of Melina, to the plane's hiccup take off, at the beginning of the movie, to Natasha's ability to survive her fall, so that she can see the stop of her ""soulmate"", the theme of the story is stopping at what you have, which is inevitably a socialist heaven.The banter, between Natasha and her fixer - more of the same, stopping at what one has. The agreement and non-fighting between the Taskmaster and Natasha, an inverse of poetry which is the same - stopping at what one finally has, and having it through the absence of reason, the socialist heaven.The movie is a flurry between opposites - stopping at what one has, and a sudden interruption of peace.My sudden interruption, of my peace: Lawsuit or no lawsuit, can Scarlett Johansson be me?To reiterate: opposite or no opposite, the theme or pattern of Black Widow is to end at the having, not before or after the having, but at the having. Presumably, this can relate to the idea of socialism being the true evil of reality, of the universe. Not of society. Not of culture. Not of left-right politics, but of the mysticism of reality.Relative to the real socialism, is Scarlett Johansson like me?"
651,1,Bad Horrible movie and cringe acting. Very disappointed.
652,1,"Waste of time, resources and waste of what could have been a good character I dont know what they were thinking while making this movie. The generic direction and fight scenes are so bad. The script is awful and clearly focusses in lazy written jokes instead of focussing in character development for a character that have been waiting 10 years."
653,6,An average film This is not a very good or bad movie..its an average movie..I except more frm marvel..story was not that much great bt Natasha nd her sister just superb...
654,5,"Very mediocre Opens strong, with a flashback and a great action sequince.Than it takes a HUGE dive in quality, turns into a mediocre action movie that is written around the action scenes instead of being written around the character.Red Guardian is portrayed as an absolute idiot. Not just a patriot, no a VERY dumb patriot. For 'comedy' purpose I guess, but it all just falls flat.Her lil sister is being set up as the next black widow.......yea we get it Marvel....you don't want the money to run out.....And finally they ruined a favourite of mine; Taskmaster is being reduced to a mute with zero personality who just is there for plot reasons.If we didn't have the Ms. Marvel movie, this would've been the weakest Marvel movie."
655,1,Worst Marvel Movie to date !! I mean how can they just approve such a flimsy and immature movie plot to get the green light from marvel executives. Just the worst experience watching a Marvel movie. Never felt so let down while watching a Marvel movie and yes I have watched all of them.
656,4,"Black WidOh Hell No! Watched this today on Hotstar & it was not up to the MCU standard. Is the MCU going downhill after the endgame? Only ""God""(Disney) Knows!? The story was been there done that but action scenes are pretty much enjoyable. I was going to watch this mainly for black widow and not for her sister. The jokes are very childish & they ruined the Taskmaster who could be great as a main villain for a MCU movie & not just some boring old man's right hand. Overall it was below average."
657,1,They have must switched from Marijuana to cocaine They got out of ideas and they just simply put one stupid idea on top of another.
658,1,"SO BAD. Feels like out-of-touch old men designed and produced it This movie feels like the story and screenplay were written by men who didn't understand women at all, which is both bad for a movie all about a woman AND regrettable since technically one of the three people behind writing the story and screenplay was a woman.It is disappointing that this movie takes one of the strongest women in the Marvel cinematic universe and gives her a backstory with plot holes. Somehow the ""test"" that got her accepted into Shield was unsuccessful but no one thought to check? And they never really explain how?It takes one of the only women in the avengers and makes her uniquely susceptible to the pheromones of an old man in his sixties. Which just feels creepy, and also rather demeaning to her character.It falls victim to one of the classic blunders: while it does not enter a land war in Asia, it does take a powerful character and make ""not being able to have children"" a major personality trait. This wouldn't be bad in and of itself, but because they have never made any of the men in the cinematic universe have this sort of an issue or personality trait, it does come off as uniquely insensitive and seems to be unintentionally (or intentionally, I don't know) suggesting that powerful women have a portion of their value tied up in whether they can produce children.On top of that, it gives her a backstory that is frankly not nearly as cool as that of practically any other avenger. I like the family dynamic, but you have to admit, having three years of fake family and then nothing else other than being ensorcelled by a villain and escaping to immediately join Shield seems more like the stories given to Marvel villains than to actual leading characters. She had no agency, no character building; all she was was a girl who did what she was told and then switched sides and did what she was told by the other people. No dramatic hero story, no ""with great power comes great responsibility.""Lastly, the movie contains a lot of filler, with action sequences that seem all about blowing random stuff up, starting avalanches, and stretching out the action instead of actually being unique or including enjoyable super hero fights. Which is fine in a Fast and Furious movie, but not exactly what one hopes for from a Marvel movie."
659,5,"Not the best Marvel movie... I watched this at home on a large screen and a surround sound setup, which is important to mention because these films are built from the ground up to excel in a theatre. Having said that, I have also recently rewatched all the MCU in chronological order (Captain Marvel - Loki) on the same setup and generally all the films were fantastic.While there isn't anything particularly wrong with Black Widow, there isn't anything particularly good about it either. There's the standard paint by numbers plot and there is never really any sense of danger or genuine suspense. The antagonist never really convinces and the obsession with big cgi explosions evoked Iron Man 3, another dud in a generally excellent catalogue.The character Black Widow is arguably sidelined here as there is very little meaningful added to her background, and the film becomes about the supporting characters and their arcs. There is some witty dialogue, but in the end it feels like just another mission for Natasha Romanoff.I watched it to the end just so I could see the post-credits scenes."
660,7,"Agree with many others on average rating It's not the best Marvel film, and the weaknesses are there to be seen for any Marvel fan that expects greater things. I'm sure with hindsight Marvel see them too. But it's an important film for Hawkeye and continuing the MCU into the next phase."
661,2,"Unrealistic In 2021, people are not fools anymore. They can't keep on producing unrealistic movies and stories and expect people to accept them."
662,2,"Weak I could not get into it, the movie was ok but not great, her acting kinda sucks in this movie, she need a better acting coach or something, i did not feel this movie at all taskmaster could have been better as well, this movie should have been for free from start, the soundtrack was good though lol, i would not recommend this movie as great but as something to let the little girls watch when they are acting bad and and you need them to get quiet at home...boring boring boring."
663,1,"Thank god she's gone Pls tell why I would go see a movie about a non super powered dead bic who doesn't even scale to Ironmans mark 1 cave suit. Maybe if she was a political assassin pulling strings like a puppet master. But no that's too ""complicated and divisive"" but hey can we get a hallelujah for not ever having to see sj face in the mcu again."
664,2,"A ton of dumb marvel movies clichés. Gender swapping Taskmaster was the biggest insult to all comic book readers. And to add insult to injury, taskmaster was a pawn all along as opposed to being a formidable character from the comics. Marvel movies have started going downhill since Endgame."
665,5,Okay Film It lacks the punch and its a bit overly melodramatic.
666,6,"Widowed I refused to read any of the negative reviews before I had seen this first hand. For a side story, I enjoyed the story itself although part of me thought that some of the avengers would make a cameo appearance. This is was not the case.I enjoyed Florence Pugh's performance (Yelena Belova) in this. Both she and Scarlett Johansson (Natasha Romanoff) stood out. The cast did a decent enough performance and I feel the critics are gathering their pitchforks due partly to the delays & the omissions of cameos from the avengers franchise. The plot is predictable and the trailers may have shown too much to the detriment of the film.Overall, it is watchable and I shall miss seeing Scarlett Johansson from future MCU appearances! There is no doubt it will be compared to the DC's wonder woman film. It has more than stood its ground to its counterpart."
667,4,"Wanted to enjoy this so much, but I didn't Pros: Scarlet looking fine as always. The awesome remake of the song: Smells Like Teen Spirit.Cons: Bad and cheap plot, superboring villain, washed out jokes, bad acting except from Scarlet and the ""kids"" in the beggining, annoying accents, alot of loose threads, predictable, alot of just unnecessary scenes/happenings, CGI looking kinda cheap at points... I could go on forever I'm afraid...Really a big fan of Marvel, so this was really dissapointing. Feels like a high-budget action-movie, but with plot, directing and cutting made by 12-year olds."
668,10,"Natasha Romanoff Saga... Awesome... MUST WATCH... Cinema is back! Marvel is back! Natasha Romanoff is back! There's so much excitement going on all at once that it can be overwhelming. Marvel's latest-the long awaited Black Widow-is set during Natasha Romanoff's (Scarlett Johansson) exile period, after Captain America: Civil War left the Avengers divided, and Nat is on the run from Gen. Thaddeus Ross (William Hurt).As well as fleshing out Nat's backstory, the movie introduces us to Yelena (Florence Pugh), Alexei (David Harbour), and Melina (Rachel Weisz), setting the four on a mission to locate the Red Room and destroy it and its creator Dreykov (Ray Winstone). It gets a bit twisty! But how does it end, and what does that Black Widow ending mean for Yelena, Natasha, and the MCU? We'll have a go at unpicking it."
669,2,Sordid rubbish Me: Hi NatashaShe: (comes cartwheeling and doing jumping jack squats)Me: Why did you do that? You were two meters away from meShe: I am the most useless character in MCU so I am desperateMe: Walmart is hiringShe: I failed my interviewMe: So audiences pay the priceShe: I give them value though! I am the Black Widow in White!Me: (Vomit)
670,4,No thank you All the jokes and gags fell flat. The accents were painfully bad. The story and the acting was standard. This film isn't worth sitting for over two hours. BORING.
671,8,"It was a good shot by MCU It was a good movie , more realistic with a short story which is little bit eloberated, But still it was worth watching ✌ I'am now wondering why bad reviews are here , seems like MCU haters got organised."
672,6,Expected more Hardly any back story. Felt like the story was a bit rushed.
673,5,"HUGE DISAPPOINTMENT Honestly everything is unlikeable about this movie, i expected too much from this but it didnt crossed half of my expectations. How can you waste a character like taskmaster, probably the worst movie villain ever, the story was ok but its all over the place, i personally couldnt connect to the movie. Im giving 5 stars for casts performance and vfx but nothing special in this movie."
674,6,"poorly operated by creaters I might say it was disappointing watching this type of graphics, the plot of the movie is so good and interesting but the poor treatments makes it 6 to 7 in ratings."
675,1,"Fake case for publicity The screenplay and poor story of this movie, made it worthless for cinema. This movie predecided for OTT platform, Scarlet Johannson filed that case just for publicity of this movie,"
676,8,"finally we get WOMEN I don't know why the ratings are so low, i just know it's all men being unable to handle a well done female focused marvel film. Compared to captain marvel, i didn't love, and wandavision- which really did love up to the hype- black widow really served. I think some of the plot points felt a bit castaway (really wish there was more backstory to the black widows and Natasha's childhood pre-America). But i really loved the character and family interactions- the cast was picked SO WELL (i cannot stress this enough)"
677,6,Below expectations MCU I expect you bit more than what I have seen in Black Widow. The movie wasn't really bad but nowhere near to past MCU movies. Story was badly portrayed. You just wanted to infuse new black widow and for that you made whole movie... Things could be much better ...
678,6,"Invigorating and engaging Engrossing action sequences Exotic locations Exciting storyline, at least in the first half Emotional moments too.ENTERTAINING (okay as usual nothing kills protagonists) Well, this one ticks a lot of boxes according to me."
679,4,Not her Not black widow i know. Leave it. Even for marvel fans.
680,6,Its late If this movie would have came before like Endgame or just after it. It would have got so much more because its a great movie but the delay in release just lowered its connect.
681,8,"LOVED It. Don't Understand Why So Many NEGATIVE REVIEWS. As we all know it is set after the events of Civil War and before the events of Infinity War. A MCU fan like me shouldn't complain for the late release (5 years after Civil War) of the film. The new white costume of Black Widow was really looking great. Loved Red Guardian & Yelena. By the way, the identity of Taskmaster was predictable for me.Don't understand why it received so many negative reviews. It's funny, entertaining and very emotional. Many were complaining about the weak villain. But, I think as Natasha is just a trained agent and not a super soldier or a God or has power of any infinity stone, it was good decision to take a not so strong villain. I totally loved it.Available on Disney+ Hotstar.© MandalBros."
682,6,"A Nice Day for White Widow? So, along comes a Black Widow movie, a day late and a dollar short.Yes, the film falls short in my opinion and I just can't put my finger on the why...is it the writing, the acting, the pace, the production values? All the elements are there for greatness, and really, Black Widow is just a few scenes short of awesomeness. But no, it is the overall lackluster concerning the film. No one seems to be invested on-screen or behind the camera. It feels as if everyone just showed up to collect a paycheck.However Black Widow is not without merit - the action scenes are just great. A nice blend of live action and cgi, which is rare these days. And Ms Johansson, burdened with the bulk of the acting in the film, holds her own like the action star that she is. Actors David Harbour and Rachel Weisz do their very best to keep us engaged with their limited time on screen, I would have loved to have seen more of them.As much as we all love Scarlett Johansson, her presence cannot save this film from being just an also-ran. It gets a participation ribbon. It's checked off the list, so to speak. Which is kind of bittersweet really, Black Widow finally gets her own movie but it seems the venture is just a going-through-the-motions type of movie. But hey, they did get my money, and if Scarlett does another Marvel movie ever, I will spend money on that one too."
683,6,💩💩💩 One of the most overrated of Marvel movies in history.
684,10,"safe to say i cried. Overall this movie was amazing, i've been watching marvel develop this character for years and today ( actually on july 7th) i said my goodbyes (heartbroken emoji) i'm going to miss her soo much!"
685,10,Amazing film Forget all the bad reviews. I think every minute of the film was worth watching.
686,9,Full action packed 👌 Fully action packed fast pace movie 🎥 Action sequences are way too good. Don't know why people rating this movie very low. I think it's all about taste. Definitely deserve more rating. Scarlet did great just like always but Florence seriously surprised me. Wasn't expecting that level. Hat's off 👌👌👌👌👌
687,10,"Dear Natasha Romanoff When this movie started, I was having a lot of fun. As the movie progressed, my excitement increased and in the end, what I thought was that she left you. I really miss her very much and I know that I I will never be able to see my favorite Avenger really miss her so much#Blackwidow#Natasha."
688,5,Even Thor 2 was better than this boring peice I seriously expected alot from marvel movies. A huge letdown.
689,2,Logic is outta the window with this one The whole movie is an absolutely mockery of the viewer intelligence with a lot of dumb scenes I'm not going to spoil. I'm a Marvel fan and I appreciate the fact that other marvel fans are rally to defend this movie but you can't just support something blindly especially not this terrible movie.
690,5,"Action stuff... No story as other marvel movies, only action scenes can be appreciated. This movie made to introduce new characters that's it....."
691,7,"Stepchild Natasha Romanoff Marvel Presents:)) Iron Man,Captain America ,Spider Man,Black Panter,Thor,Doctor Strange, this movies lead roles never dying but natasha first movie dying too. Maybe too,Natasha is from russia, finally russia big enemy:)) Wish, her tomb in third movie , if we saw.. I'm unhappy for natasha but I'm hapy for Scarlett Johansson because the Best Actress Oscar nomination didn't come from a Marvel movie. You know what, I'm hopeful we'll see Romanoff somehow in the 2nd or 3rd movie or a movie set in a goddamn alternate universe. There are two types of movies, good and bad, and why isn't this movie better?"
692,6,"It is Ok, but not a good goodbye for Black Widow after her death I have seen it for two times and just felt good for first 20 mins. So sad for Taskmaster could not be described clearly and had no dialog. After watching this film, I still had many questions for it. It should have been made better because it's the last Marvel movie of Scarlett Johansson."
693,10,Awesome Loved it. Black widow is funny and action packed fun. My kids love her too.
694,1,More woke Disney garbage The first 15 minutes actually had me interested by 35 mins in I was like these idiots are so woke they can't even tell a story. By an hr in my wife said this is complete garbage and thats an honest review.
695,1,Actually the worst marvel movie in the past 5 years. Cheesy and the cgi was awful for a movie with a 200 mil budget looked like it was directed by michael bay.
696,1,"truly bad Somehow, marvel has made a film worse than the abomination known as new mutants. Just stick to aliens vs predator requiem please."
697,1,Bad Honestly found everything about this movie to be unlikeable. The storyline was all over the place. The fake accents were horrific as well.
698,1,"sigh When I left the theater, I felt both empty and annoyed, and I really wanted to get my money back! Why? Because Black Widow is All About Bashing Eastern European, White, Men! In the world of the Black Widow ALL the men (except for one minor exception) was White, Slavic AND either pure evil, pure dopey, pure mindless automatons or purely neglectful - or some combination of the above. There was not a single man I could identify with for more than a split second. Which is so ironic, since the audience for this film is gonna be made up of mostly White men. The women, on the other hand, are all good, severely victimized, mostly young and all beautiful in their multicultural glory. Why do bad guys only recruit beautiful women? If I were an average looking woman, I wouldn't be too happy with this outdated and ridiculous stereotype, either. And, without exception, every single one of the women in Black Widow was severely abused by older, White, Slavic men. Talk about needing therapy!One of the main characters is the usual, and totally predictable, evil maniac. He and his associates are, of course, all Slavic men, with bad Russian accents. I am a second generation American of Eastern European decent and I'm sick and tired of seeing Eastern Europeans with beards being portrayed in American films as homicidal lunatics. It's offensive. STOP IT! It's really bad film making. It borders on antisemitism. You cannot have the good people being multicultural, but all the bad folks being exclusively from one gender, one race and one ethnic group. That's only common sense. And I don't care that its only a ""comic book"" story. That makes it okay, somehow?Bash on a multicultural basis if you're gonna do any bashing. Otherwise, what you are accomplishing - supposedly ""Liberal"" Hollywood - is being racist, sexist, ageist and succeeding in portraying the most disgusting stereotypes imaginable. I can only hope Slavic people around the world will not see this vile movie. Or, better yet, Eastern European filmmakers will start making films where every bad guy is a pasty White, American male, Anglo-Saxon Protestant with a big beer belly and a really bad haircut! One can only hope!"
699,1,"I wanted to like this movie but Black widow does not even spare or even care about other black widows. After Endgame Marvel began to stagnate or even went downhill. Disney plus shows were mediocre at best and I honestly do not know what to expect further. Most of best actors went away and who can even take their place? Anyway, they should have done this movie in phase 3 because now it is just useless. We already know Natashas ending, so why should we care? It is a dissapointment and I hope that Disney will give Marvel a chance to make better movies because this one looks as cash grab without any deeper meaning behind it."
700,8,"Enjoyable and entertaining I had zero expectations for this movie, turned out to be fun and enjoyable.Not the best MCU movie, but it delivers a good amount of laughs and light atmosphere."
