,Rating,Reviews
307,1,Bad movie with no outcome Didnt have more words for this movie didn't know where they going like Tom-com or action one villain in movie don't know why he is there lol there cringe worthy movement and also good is amazing visual effect for no use
308,10,"An Honest Review As with the last one...Michael Peña is still the best part of the movie. He's the heart and soul of the Ant-Man movies. Unfortunately this time his stories aren't made with the same hysterical blunt finesse they were in the past. But that doesn't take away from his delivery.And unfortunately that goes with the rest of the movie.It's fun to watch and entertaining, and that is what matters, but the wind was sort of out of the sails here. Blame it on the script, the acting and direction were fine, they just didn't have a lot to work with."
309,9,"Great Loved it.Great story, great special effects.Better than ant man for me."
310,7,"Great movie! Just one major flaw! Great movie, really enjoyed the story line, acting was excellent and overall action/suspense was perfect! Only one little flaw, when Hanks wife comes back, she totally aged the same 30 years as Hank did, yet everyone who knows anything about sci-fi or quantum physics can tell you that TIME is not relevant in the quantum realm, so why did she age? 😂 Morons lol"
311,2,You don't care for the characters Liking the first movie so much gave me high hopes for this one. Sadly the story is shallow there is no real villain and the humor was weak. Would it be a good kids movie? YES! But not a good superhero movie if compared to others.
312,1,"Not even any good as background noise..... I only signed up to IMDB to review this film. AWFUL. I suppose it is like a PG version of deadpool, but without the humour, the wit or the quality of soundtrack. Michael Douglas didn't sign up on the basis of the script. I gave it 1 star......which is about fair. I like the early Spiderman films, loved Deadpool and was sort of hoping for something inbetween. Unfortunately not. Bit gutted - could have watched the first round of the darts instead........"
313,6,"Sometimes smaller is better... While I can't really claim to be a fan of superheroes or the Marvel universe in particular, then I still do watch these superhero movies when I have the chance, solely because they are entertaining - despite me having very little interest in superheroes, their powers and their adventures.I enjoyed the first ""Ant-Man"" movie because it was so different from the rest of the superhero movies that flooded the movie market. So of course I wanted to watch ""Ant-Man and the Wasp"" as well, though I didn't traverse to the cinema to do so.The storyline in ""Ant-Man and the Wasp"" was a little bit more spaced out than the storyline in the predecessor, for better or worse. I must admit that it was a tad too much for my liking. I am not saying that ""Ant-Man and the Wasp"" is a bad movie, far from it. It is just that the first ""Ant-Man"" movie was far better.Paul Rudd returns as Ant-Man and he carries himself so well in that role, and he really is a nicely casted actor for this particular role. Evangeline Lilly - playing Wasp - was also doing a fair job. They had some nice major acting talents popping up in the movie as well, such as Michael Douglas, Lawrence Fishburne and Michelle Pfeiffer. I must admit that it was a blast to see Michael Peña in the movie and his role was just hilarious. Now, I must admit that I think that the Ghost character - played by Hannah John-Kamen - was severely neglected. That character had so much potential.The special effects in ""Ant-Man and the Wasp"" were, of course, grand. As they always are in these major Marvel productions. So prepare to be blown away by an array of special effects.All in all an entertaining movie, just a shame that they opted to got a bit overboard with some of the events in the movie and parts of the storyline."
314,6,Just Amazing They mastered the balance between comedy and superhero. Was not expecting that ending though
315,8,Everybody tips the spoon up when losing consciousness... Baba Yaga rears his head again.What is that kind-of out-of-place pray hands with a lean back and a smirk?That was a horrible fake vomit.Whas up :)Time to buy a ticket is correct. I've ridden that boat and even with reservations it talks a long time.I like Agent Woo.
316,9,"I Love Marvel The graphics in this movie are astounding. It's a work of art. I do love Marvel and always have and I'm always happy with what they produce. I found there was a lot of good humour in this one. I don't understand why people whine about the storyline of a comic book movie, for heavens sake these people never had any childhood. If you want a complicated engulfing story go and watch Othello. I love Ant Man and the Wasp. Performance was convincing. it had everything needed for good, funny, light and gripping entertainment."
317,7,"Alright sequel Not the most original or astonishing story, but a well written and entertaining one. It doesn't miss the beats, it delivers what it should and you will definitely crack a laugh or two.I enjoyed the visuals, the enlarging powers of Ant-Man, he first got grasp of in Civil War, were fine addition to his shrinking ones and the filmmakers made great use of them. Villain (not really) in the form of Ghost wasn't really outstanding, she could be replaced with many other Marvel bad guys and the story wouldn't change. The same applies to generic guy in a suit, commanding an army of goons, who will stop at nothing to achieve their masters plan (like we haven't seen that before).Don't think about the physics too much, it won't add any plus points to the movie.My personal favorite moments were delivered by none other than Michael Peña, who got more screentime as a sidekick than the last time.Overall a solid movie, nothing too great but an alright flick to spend an evening with."
318,6,"Better than the first The second Ant-Man movie is not a great part of the MCU, it´s important for what´s going to come, but it´s not a good film.The villain was pretty weak, but we are used to it... The movie really tries to be funny like GotG, but he totally fails. I grinned two times in the movie...But why is it then better than the first?The most important thing is that it does not try to be funny no matter how, like the first part. The gags in this one just didn´t work for me but the best thing about the 2nd part is, that there is no tank!All in all this flick is a very average MCU-Movie, but not one of the top spots. Watch it, because it´s important for the next ,Avebgers´, not because its entertaining."
319,8,Focused and comfortable This movie for me was better than infinity war in many ways. People are celebrating infinity war as a genius movie but it was the event that was crucial. The movie was bad. I mean who jokes around when a massive threat comes to earth. The movie was like porridge and for that i was skeptic for this one(other than that the movie was fine but i will say its overrated) ant man and the wasp is quite good. Some people only hate it only they expect it to be something that this isn't.
320,8,"Better than part 1 imo Gonna make this short - I found this film a lot better than the first one. This a lighthearted unique action hero film focused on family and friendship that has a lot more added than the first movie. There is a lot more excitement and there are no full moments. Part 1 was okay, but something about it felt dull most of the time. This one was a lot more exciting and immersive"
321,9,Lots to think about I think this movie has alot to do with the next avengers. You have to watch end credits in every marvel movie. Ant Mai at the end of this movie gives us a look on how all the people come back from dead
322,7,"Quality I rewatched most of MCU before Infinity War and after IW was in the books decided to take a little break with Marvels. Feels good to dive into MCU again, Ant-Man and the Wasp is a good one, I'd say better than the first. A lively script, good humour - Ant-Mans are probably the quirkiest films in the series.Tried to do a ranking of MCU, but it turned out there are just too many films pretty much tied so I'll just list the big three for me at the moment:Iron Man Spider-Man: Homecoming Avengers: Age of UltronRating: 7/10"
323,10,"LOVE BUG I have to admit upfront that I'm a fanboy when it comes to comic book based movies. The room goes dark, the screen lights up and the images flash across the screen taking me back to those days when I put my dine and two pennies on the counter and walked out with the latest issue of whatever comic book caught my eye that day. Now when the familiar opening of a Marvel film opens with images of the various heroes flashing by I find that thrill kicking in once more.The latest Marvel film to arrive on disc is ANT-MAN AND THE WASP. Picking up after the events of AVENGERS: CIVIL WAR we find Scott Land (Paul Rudd) on house arrest after violating the registration laws and working alongside Captain America. Spending time with his daughter and obeying the rules set in place for him he only has three days left before his ankle monitor comes off. But things are set in motion to threaten his ability to stay on the down low.The opening of the film shows the past, in particular the story of Hank Pym (Michael Douglas) and his wife Janet Van Dyne (Michelle Pfeiffer), two scientists who've donned the roles of superheroes as the original Ant-Man and Wasp. When they try to stop a missile heading into a populated area they can't get inside to defuse it. Janet shrinks to sub-atomic size to stop the missile but the end result is being stuck in the miniature quantum level world.In the previous film you may recall that Scott traveled to this same realm and successfully returned. During that time he made a quantum connection with Janet and now has visions of her. Contacted Hank and his daughter Hope (Evangeline Lilly) who are also on the run, they kidnap him and place a decoy in his place. They explain that they've been working on a way to bring back Janet from the quantum realm and need his help due to his connection.Stopping to pick up a piece of equipment from a criminal tech dealer named Sonny Burch (Walton Goggins) Hope goes in to get the part only to find he's discovered who they are. A fight ensues, she gets the part but then a new player emerges. A wraith like figure able to transmute through walls and people alike who also wants the part. We later find her name is Ava but due to her abilities they call her Ghost. Why she stole the part, what her link is to this family isn't revealed until later. Also introduced is scientist Bill Foster (Laurence Fishburne), an ex-colleague of Hank's with an ego to match.Encounters between bad guys, hiding from the FBI and disentangling just who is who fills out the rest of the film. Of course the overabundance of special effects are frequently on display here but unlike the poorly done CGI images one would associate with a SyFy channel level film these are done to perfection. Sure you know they're special effects but they're done so magnificently that you never even find yourself thinking about it.But the movie wouldn't work if it was only about special effects no matter how well done. It is the story that makes this movie, a rare combination of action, heroics, self-sacrifice and comedy that works on every level. The action runs from start to finish in the adventures the group finds themselves, moving from fights with street level thugs to super villains to dodging the FBI. Here again special effects combines with some of the top stunt men/women who are stupendous here (and still deserve their own Oscar category).The heroics on hand walk hand in hand with the self-sacrifice stories. First is the loss of Janet Van Dyne at the beginning of the film, an apparent loss to both Hank and Hope. Then there is the loss of freedom for Scott. The scenes between Scott and his daughter are touching but not syrupy. She is the one who inspires him to become a better man and thus a better father. And later his affection for Hope drives him to make a decision that could cost him his freedom once more.But the humor here is what balances out the whole film. Everything from quick little jibes to full on life size images like a giant Pez dispenser used as a weapon make for some laugh out loud moments. None of these jokes feels forced or uninspired and all of them work, every single one. Rudd is the perfect actor for this part, able to play the romantic lead and equally adept at tossing out jokes that take place at his character's expense.On the whole this movie is among the better of the Marvel films. It's one I know I could sit down and watch again right now having just watched it and still enjoy without the need to have one finger on the fast forward button. My guess is you'll feel the same way and I can't recommend this one enough. Of special note, as with all Marvel films there are two sequences in the credits, the first tying the movie into the AVENGERS: INFINITY WAR film and the last just a laugh."
324,5,"It tries to be fun an funny, but is very little of either They try to crack a lot of jokes. About a few of them actually work.The try to have fun. The actually get very little.About the only thing good is that it's not boring, which it easily could have been. Ah, yes, we can also be thankful that the whole ""Wasp is a better hero than Ant-Man"" doesn't feel nearly as ""mad feminist"" as a lot of modern mainstream movies.Paul Rudd tries his best, but, it just doesn't work very well. Evangeline Lilly looks very good for her age, but, doesn't play very good. The little girl is OK, but, not as cute as they would like her to be. The ""big guns"" (Michael Douglas, Michele Pfeifer and Laurence Fishburne) seem just to be ""in for the buc... ehm, ride"" and provide very little.Story is even sillier than most comic-book movies, the big ants look more like robots than animals and in several situations you just see/feel that it's a ""CGI movie"".None of this raises to the level of terrible, it's not very bad either, but, it certainly ain't good. The bigger problem is that there's very little it's good at, which makes it not worth your time, unless you're an Ant-man fan."
325,4,Weak I found the storyline to be pretty weak. There was really not much of anything in it. Hank and Scott's joke was really fun to watch but apart from that the movie doesnt have anything else to offer.
326,10,"buzzzzzzzz Having not watched any marvel films really until Avengers infinity war came to the big screen and then this one came along it made me fall in love with the series, i have since got every movie and worked my way through them one by one.This was then my second dip into the marvel world and i fell in love, this one is funny, adventurous, action, tense and a great thriller. It was kind of like Deadpool 1&2 with its humour, The main stars work so well together and the story is understandable, not too complicated and as it should be.it was not too long a film and kept me hooked all the way through, no long winded scenes either.overall a good film with plenty of funny scenes and action along with a great cast"
327,10,Hilarious! What a fun movie! There were several times that I laughed out loud at the many shrink and resize stunts that really entertained the audience! This is a keeper! Great job Marvel!
328,8,"Fun MCU fluff. If you are looking for deep and serious MCU look elsewhere. Ant-Man teams up with the Wasp and Hank ( the original Ant-Man) to find the original Wasp while fighting Ghost and an ambitious industrialist. It's fun, exciting and lighthearted stuff."
329,8,Could be better! I think the Ghost inspired from The Twins in matrix II !
330,10,Awesome Movie Its Crazy & Comedy is too Good. Kitchen Action Scene is Awesome. This Movie my Favorite Scenes 1. kitchen Fight 2. Chasing Road Fight 3. Got Lab on the Ship
331,5,"Lightweight and Inessential; Perhaps a Tension-Breaker for the Post-Thanos Age Why didn't Scott Lang and his incredible resizable crew appear in Infinity War? The answer lies within this, the sequel to 2015's surprisingly charming Ant-Man, and it's... not very convincing? While the universe was literally at risk, his pals on the Avengers struggling against impossible odds, Lang and the Pym family were engaging in a small variety of relatively inconsequential side quests. There's a push to rescue Hank's wife Janet, presumed dead for decades, and an under-explained foil who keeps getting in the way at inopportune moments, but neither of those feel like headline plot points, let alone something that would supersede the call to lend a hand against Thanos.The film also struggles to match its predecessor's easygoing sense of humor and impressive eye for scale or wonder. We get some inspired re-sizes, like the shrinking suitcase building with wheels and a handle, or the Pym family's carrying case of Hot Wheel-sized vehicles, but those are easy wins which don't take my breath away like the bathtub / dance floor scene did in the first film. Inessential at best, it'll fill the need if you're just dying for more giant ants and don't particularly care about what they're doing or where they're headed. I don't feel like I wasted my time, but I also don't think I'll ever need to watch it again."
332,9,My favorite Marvel Movie!!!! Omg I loved this movie.. Right from the first scenes this movie pulled me in. Visual effects were brilliantly handled. Loved Paul his comic is great in this movie. Also loved how they showed father daughter relationships in the movie. U might find too much geeky at times but you can adapt to it over course of movie. As in the case of any Marvel movie don't miss the post credit scenes😜
333,5,"Fairly feeble attempt at a super hero comedy. I did indeed enjoy this movie...somewhat. However I cannot say that I was overly impressed.The story was okay. I would not expect a deep and thought provoking story from a super hero movie nor would I want it. It served as a decent enough vehicle for moving things forward.Most of the actors did a good enough job of the role they were given which in some cases was pretty much mission impossible given some of the overly silly characters in the movie. In particular I got tired of Luis almost before the first scenes he was in had finished. He was just so silly that you started to wonder what age the target audience was. Jimmy Woo was not far behind.I think this leads to my main gripe with the movie. I expected a super hero movie but what I got was a fairly lame comedy with super heroes in it. It was just too much comic elements in it for me. I could probably have liked it if the jokes were somewhat intelligent but, for me, they were not. They alternated between overly silly and stupid characters, slap-stick and simple fall-on-your ass jokes.What about the bad guy? Well, first off, there was not really a distinct bad guy but a hole bunch of them. Unfortunately none of them had any real bad guy charisma. I assume that Sonny was supposed to be the main bad guy and he certainly had enough evil lunatic air about him to fit that but again...too silly. Then we have the lame Jimmy Woo who was just annoying. The Ghost was probably the best one but then she was not really a bad guy was she?I did like most of the action and the special effects though. The playing around with shrinking and returning to normal size, or greater, was both cool and funny. This shrinking business is of course a difficult theme to work with from a science and logic point of view. For instance, if you shrink a car to the size of a toy car it still weighs like a full size one and you cannot just pick it up. And what about the lab popping up and down all the time? Why weren't everything shaken to bits inside when they started to run around with it? And don't get me started about electricity and plumbing. But then, in this kind of movie I would say just just have to turn off that part of your brain. It made for some cool scenes after all.I also did like that the story was more of a down to Earth story. No overall galactic plot, no snapping of fingers to make...well you know what. Okay, there was the post credit scenes which was a bit of an annoying tie in. Perhaps best of all though, I could not really feel much SJW or other form of politically correct preaching being showed down my throat. Today that is a great plus for any movie.So, to sum up, I did enjoy it but it was not great and I was indeed a little bit disappointed at the end."
334,5,"Ok but nought special It's ok but a lot of this film is pretty flat. As others have said, the jokes are flat, the baddies are flat, the story is flat, even the characters are flat. Compared to the first Ant man (which was a lot of fun), this film is just by the numbers. I honestly didn't care who won or lost by the end. At the end of the day, it's ok but there's no depth to this film thus making it pretty bland. 5/10."
335,8,"Movies are SUPPOSED to be fun! Way, way too much hate being thrown on this movie. Not every movie needs to be a cinematic masterpiece of deep philosophy and layered plots. Sometimes it just needs to be entertaining and fun. And this movie delivers on those points. If you can just let go and have fun, you'll enjoy this as a short escape from real life. Like movies should be. Enjoy."
336,5,"The worst Marvel film since Thor: The Dark World There's a lot of seriousness at play in Marvel film's, so it's always nice to get a silly and throwaway entry into the comic book giants film offerings.Sure there's hearty laughs to be found in most Marvel films, there's the oddities of the Guardians gang and teenage sass in Spiderman but the property of Ant-Man offers up a genuinely family friendly caper that's absolutely made for laughs more than thrills and spills.The first Ant-Man (seemingly against all the odds after behind the scenes issues) became a likeable if forgettable outing, that once more established the easy to like charms of its leading man Paul Rudd, yet while Ant-Man and the Wasp takes a very similar approach to its proceedings, this sequel is the movie giants most forgettable film since Thor: The Dark World from 2013 and feels rather tired when compared to its counterparts.The charm of Rudd is still evident, the jokes come thick and fast (but don't always land), Michael Pena is still around to play a hyperactive support and the film tries hard to re-establish jokes around the universe of becoming ant-sized or giant sized (Paul Rudd as a school student or whale sightings) but getting bogged down in a rather uninteresting story of Michael Douglas's and Evangeline Lilly Hank Pym and daughter Hope/Wasp trying to enter the Quantum Realm and find their long lost wife/mother Janet, Ant-Man and the Wasp isn't as fun and frivolous as it should be.With such a loaded plotline that also includes for no real reason Walton Goggins black market dealer Sonny Burch, Laurence Fishburne's one time S.H.I.E.L.D employee and scientist Dr. Bill Foster and Hannah John-Kamen's ""villain"" of the piece Ghost, the playful nature that made the first Ant-Man offering such a blast is often lost around tiresome plot threads and uninteresting diversions while the whole science behind the gangs mission to find a way to bring Janet back isn't all that exciting, especially when compared to many of Marvel's recent cinematic offerings that found entertaining ways to tell intriguing and gripping comic book like storylines.With this effort, the Ant-Man series as a stand-alone offering appears to be in an interesting place and while highly unlikely that this will be the last of the Paul Rudd solo outings and perhaps just the beginnings of a Wasp standalone universe, it feels as though there's not a whole lot more for Ant-Man to give the Marvel movie universe as a solo player, more so a hopefully well used member of the larger universe where his unique charms and playful nature can shine in a more condensed version.Final Say -Not taking itself too seriously goes a long way to making Ant-Man and the Wasp is a sporadically fun piece of throwaway entertainment but this feels like a film trying a little too hard to make things work and a step-backwards from the surprisingly solid first outing, that seemed to suggests Scott Lang was set to be a new key player in the Marvel landscape, where he now feels like more of a bit player at best.2 ½ Pez dispensers out of 5"
337,7,"A fun MCU ride with low stakes is...refreshing? ""Ant-Man"" has always been that outlier in the MCU. Sure, ""Guardians of The Galaxy"" made a huge splash with a lot more goof and fun than doom and gloom, but Ant-Man really spoke to the every man. He just wanted to see his daughter. And Paul Rudd, just like Robert Downey Jr., is perfect in the role. Charismatic and hilarious, he drove the first movie on that alone. Now, with the sequel having been out a while, how did it stack up? And with a release close to Infinity War, what answers does it have?First off, it jumped the shark a bit. While a fun ride, ""Ant-Man and The Wasp"" feels...weird in a way. It's refreshing to see a MCU movie with low stakes. And chuckled, giggled and smiled throughout the movie. But at the same time, that complacency and formulaeic plot hinders the movie from being anything BUT a fun and forgettable MCU entry.""Ant-Man and The Wasp"" picks up 2 years after ""Captain America: Civil War"". With the Sokovia accords in place, Scott Lang (Paul Rudd, ""Ant-Man"", ""Captain America: Civil War"") has been sentanced to 2 years house arrest after the battle at the airport. Scott is just days away from finally being free when he has a weird dream. He's back in the Quantum Realm and sees a blurry vision of Janet Von Dyne (Michelle Pfeiffer, ""Murder On The Orient Express"") the previous Wasp, who had been lost to the realm years prior. He immediately calls Hank Pym (Micheal Douglas, ""Ant-Man"", ""Basic Instinct""), who after the battle had to go on the run because of Scott using his suit, together with his daughter Hope Von Dyne (Evangeline Lilly, ""The Hobbit"" franchise). Scott realizes how weird his dream is and hangs up after leaving a voice mail.Shortly after, he gets knocked out only to be face to face with Hope. She tells him that his dream wasn't just a dream and that it could be the key to saving Janet. Together, they need to extract whatever information Scott has, while a mysterious figure nicknamed Ghost (real name ""Ava"", Hannah John-Kamen, ""Ready Player One"", ""Black Mirror"") is stalking them from the shadows, with her own agenda, all the while a black market tech dealer named Sonny Burch (Walton Goggings, ""Justified"") is trying to get ahold of Hank Pym's technology to sell to the highest bidder. Despite the monologue in the trailers, this is a very small scale movie, with mentions of the Sokovia accords and the events of ""Captain America: Civil War"" serving as the reminder that this is indeed a MCU movie. It is also one of the most lighthearted movies in the franchise to date, with more jokes and quips than ever, which works against the movie in a few places.The biggest problem with ""Ant-Man and The Wasp"" is the plot itself. When they teased Janet's possible survival at the end of ""Ant-Man"", I was intrigued but wanted it to remain what Hank kept working towards. Now with the whole plot centering around Hope, Hank and Janet, it feels like a wasted opportunity to have it as the unattainable goal for Hank (which would have been more compelling in my opinion). Nevertheless, Paul Rudd, as previously mentioned, steals the show and carries the film, with his best friend and partner in crime Luis (Micheal Peña, ""End of Watch"") coming in at a close second. And Micheal Douglas has more to do this time around (and more quips to throw too). The most disappointing of the cast is sadly the main antagonist, Hanna John-Kamen's Ava. While given a stereotypical but compelling backstory, there is very little good to say about Ghost/Ava in general. John-Kamen gives her all with what she had been given, but she feels out of place, like a wasted character sadly. Apart from her, the returning cast (the two other newcomers, Laurence Fishburne and Walton Goggings, do a fine job as well) are just as good as the first time around (T. I's Dave and David Dastmalchian's Kurt are criminally underused). Scott's daughter Cassie (Abby Ryder Fortson) even has some cute and insightful conversations with her father about partnership and saving the world.The jokes are less fun this time around, making me chuckle instead of laugh, and some fall flat or are dragged out too long (one in particular towards the end of the film is excruciatingly cringeworthy) and the action scenes are a joy for the viewers, if lacking slightly in the effects department. The very entertaining, mindbending shrinking scenes using special lenses from the first movie are missing here, and it sticks out like a sore thumb. It's a bit disappointing, but not enough to subtract from the movie overall. What is enough, however, is the laughably obvious ""McGuffin"" padding to Janet's character. I will keep the spoilers light, but the finale and answer to Ava's predicament is just lazily written and executed. Which is a shame, because I was invested up until the reveal.With the release being close to Infinity War, are there any questions answered? Well, a few but I can't talk about them since it would completely spoil them. But they are there. Not bad but certainly not needed either. Overall, the movie is still refreshing. Low stakes, a fun and lighthearted tone, great cast, and pretty effects, ""Ant Man and The Wasp"" knows what it is and doesn't try too hard to be something more. Still, a little more effort writing the plot would've been welcomed. Is it great? No. Is it awful? No. Is it an entertaining, forgettable entry in the MCU? Yes and yes. But that doesn't make it a bad movie in itself. The actors seem to have fun and enjoy what they're doing. And I had fun too. So, it did its job. Not well, but decently enough."
338,5,"unfortunately, this not What I Expected !!?? The story was little boring and stupid, I must admit I fell to sleep in the first hour .the acting was ok but I think they tried to make this movie funny like (DEADPOOL) but they fail miserably , and speaking about the music !! omg !! it was so awful .so if you were bored and had nothing important to do and you want to kill some time, then , go watch it , but don't expect to see a great thing . in my opinion this movie deserve less than 7.2 .5/10"
339,5,"It worth 5, but not because of Hannah The story is very hip-hop like. Like the ant-figth. Hannah's null-mimic, the FBI agent's foulness and that constant extortion through the movie is horrible. Rudd's simple character could compensate a bit with its big-heart attitude. The reference at the end to Thano's solution to the problem of the galaxy is a bit unlikely, but believable. But Hannah John-Kamen's (so called) casting is horrible. It seems she graduated on the Hulk department of the Steven Segal's actor school."
340,6,"It delivered Ant-Man and the wasp did not dissapoint the story line happened during the avengers fighting with thanos, 70% of the movie they are trying to bring back the mother which was bad for the movie because they forgot the main story a little bit. The villian in this movie was not the best you kinda feel bad for the villian then the villian in the end turned good so in general the movie is not bad it had some great scenes and good acting especially from the new villian."
341,7,"Humor, Action, & Large Ants I liked this movie in terms of it's comedic side. The shrinking cars, and buildings are cleaver! I was not a fan of the large ants. The ending caught me by surprise! Looking forward to Avengers 4!"
342,1,"Stupid A** movie They are to busy doing face time,when they should be practical.I feel the script is written by a bunch of preschoolers.Than just fixed here and there,by the actors agents The story is boring,the characters lame and uninteresting. And you really don't care about any of them.Which is also the movies biggest problem. Not to mention the chemistry between the leads just isn't there. They may have been best friends off screen,but they can't make it on the big screenWhen the heroes,would be better of hiding in the suit,and wearing heir mask. They constantly take of their face mask,just to market their face.Which Is ludicrous,since everyone a side form Michael Douglas is B list. And When wasp would actually benefit from being small,they make her be humans size.Just so they can do close up on her face. Her Unmasked face. In almost every other scene , they demask and do close up.Not to mention that when she can stop the bad guys,she never actually does. She only do temporarily stuff so she can get away.and they can chase her. And make problem for her later"
343,7,Fantastic and hilarious. This is one of the best movie of marvels.great fun and story and good technology and amazing little creatures are shown in this movie. truly loved it and enjoyed it with family and yes that scene in the end when they vanish is truly shocking scene for the avengers infinity war..can't wait for part 3 and also for avengers 4 .
344,8,"Simple but great. I didn't expect this one to turn out a great movie. But yeah, it did. The plot is simple but visual effects still work. If the contents are better, it'd be better. But still, it's enjoyable."
345,7,"Ant-Man and the Wasp: On par sequel I love what Marvel have done in the creation of their ""Universe"" it's an overwhelming triumph and despite my fears they managed to slot Antman in there perfectly back in 2015.A heavily comedic character is was heavy on charm, humour and elevated by a fantastic charm. Truth be told I found myself really hyped for the second movie, more than any other (Except GotG).With every cast member both big and small returning a fantastic villian and the one and only Laurence Fishburne, the stars were aligning for another fantastic addition to the universe. And it is................kind of.Regarding the previous films I've enjoyed them all with the exception of two. I didn't see the appeal in Dr Strange and thought that Black Panther was one of the most overrated movies in the history of the industry.Antman 2 delivers, it does just not to the extent I hoped. Rudd, Lilly and Douglas are excellent once again and the story is fantastic though I think much of the impact of some of the story is highly lacking.Our new villian delivered more than I'd ever expected, Pfeiffer was a great addition and Pena managed to annoy me less than usual!The first movie got a solid 7/10 from me and this sequel is recieving the same. What that means is I consider it a good film, it's just not exactly groundbreaking stuff. I feel the movie played it a tad safe and didn't meet its potential.Regardless it's funny, it's action packed and it's likeable and therefore it's another Marvel success in my book.The Good:Incredible castGenuine laughsFits into the universe wellThe Bad:I still don't like PenaSome of the impact was lostBit genericThings I Learnt From This Movie:Lilly is a very clever actress who picks her roles wellSomeone still needs to explain to me how they do that age regression thing sfxWalton Goggins has friends in high placesThe size shifting has all kinds of bedroom possibilitiesTruth serum IS a thing"
346,7,Too Predictable It is enjoyable movie with great special effects but the story line is too predictable.
347,9,"Ant-Man and the Wasp The movie is good, fun and exciting. Tho the villian could have been better. Otherwise you must see it"
348,9,Very good I enjoyed every minute of it. Michael Peña gets lots of time to shine and the supporting cast proves as important as the main cast. This is a team movie. I've watched it 3 times already and may just watch it many more before it stops being enjoyable.
349,8,"I love how people think that the MCU has a standard Why is everyone so bent out of shape that a Marvel movie has some humor and good acting instead of being stacked with explosions, terrible CGI and non stop action. This movie was laugh out loud funny and only a good group of actors like this can pull off such a ridiculous concept like Ant-Man. I think it's just as good as the first one. I love the big action/small action sequences. I don't know how people hated this so much and compared it to the other Marvel movies as if they are any better. If you liked the first one, you'll love this one."
350,8,"Surprisingly enjoyable Ant-Man & The Wasp Review 3/5It's insane to think all of this started with Iron Man back in 2008 which by comparison is more grounded and realistic. Now we have a hulk, talking raccoons, gods, witches, walking trees, giant men/tiny men, giant ants, aliens, robots and wizards. But it's based off comics so all of this crazy surreal stuff is normal. The great thing about the MCU is all of these crazy characters are set within our world and they manage to make it work so well (even if some of them go overboard with the comedy).Two years after the events of Civil War, the Sokovian Accords have made it difficult for superheroes to operate and our characters once again have to go rogue. With just three days left on his house arrest Scott Lang is approached by Hope to help bring her mother back from the quantum realm.It's complicated to explain but if you have seen the previous film you'll know that the quantum realm is a very microscopic place she has been trapped in for thirty years. Anyway scientist Hank Pym has made his own device to extract her but he needs a final piece to finish it. They have to buy it from an arms dealer played by Walton Goggins and naturally things go awry. It becomes a chase thriller where our characters are constantly being pursued.Ant-Man & The Wasp takes it to even more ridiculous outlandish levels. All of this shrinking/enlarging technology is quite implausible but at the same time amusing - There are giant ant assistants, Hank Pym has a collection of cars which he can enlarge to regular sized cars and their lab can shrink and turn into a pull along case.The action scenes are so entertaining and with all the size changing mumbo jumbo it just makes them more visually engrossing. It's not as intense as Civil War or Infinity War but with its lighthearted tone and some comedic moments it's in the same league as Guardians of the Galaxy.With various story arcs and characters the plot gets a little thin from time to time as it relies on exposition to push the story forward - ""Do you guys just put the word 'quantum' in front of everything"" utters Paul Rudd, and it's the self deprecating humour like this that makes all this exposition almost forgivable.It also requires you to have seen both Ant-Man and Civil War as it references those storylines quite a lot. If you haven't already seen those films I really recommend them, I recommend all of the MCU films (except Thor The Dark World and Incredible Hulk).Ghost is an interesting character with a good backstory, she just wants to save herself from dying but she sometimes goes to extreme measures to get what she wants. However she doesn't really get much focus because of other characters like Walton Goggins' character who is just there purely for no other reason other than to pursue our protagonists.It's one of the least memorable of the series because it mimics a lot from the first film and requires you to be upto date with the films, it doesn't really stand well as it's own film because it gets too concerned referencing the others. But if you can see past the flaws it's a wildly entertaining chapter to the MCU franchise with some great special effects, action and humour that even pokes fun at the previous films. Oh and the de-ageing effects used to make some actors look younger look flawless."
351,9,"Fantastic This film had lots of humor, heartfelt moments, and action! The triple threat in my opinion. Absolutely loved this second installment of Ant Man! Marvel can do no wrong."
352,10,Regret reading bad reviews first I am usually very picky when it comes to movies. I read the bad reviews before the good ones and decide should I watch the movie or not. But this time I was totally wrong. This movie is much better than the original Ant Man movie. I don't remember when was the last time I had such a good laugh watching a movie. Although this is not a comedy movie its funny and hilarious. I didn't notice time from the start till the end. An hour a half gone so quick. Many of those laughs comes from the silly looking sci fi plot. Even the serious looking Professor Pym made me laugh. Too much science fiction combined with jargons sometimes turn out to be good comedy. With that said its not that silly plot the actual idea of quantum shrinking and stuff was very interesting. A good movie after a while. I am glad I watched it.
353,6,"Good CGI The CGI carries this story. The acting was humorously passable. A bit too formula, but what else is there to do in super hero movies that hasn't been done countless times before. Evil vs. good; car chases; kick-ass martial arts. On the positive side are guest appearances by Tardigrades which are the true super heroes of all living things. On the negative side is more dumbing down science such as taking advantage of pop interest in quantum anything (with lots of meaningless associated terminology tossed in to make it all passable) though as depicted it was utterly utter nonsense. Fantasy doesn't have to dumb us down. Even middle schooler science students would know that if you shrink/decrease the volume the mass isn't going away so good luck dealing w/that problem."
